customerID,tenure,Contract,MonthlyCharges,TotalCharges,Final_Churn_Probability,Final_Risk_Level,Expected_Remaining_Months,Estimated_LTV,LTV_Value_Segment,Customer_Segment
6388-TABGU,62,One year,56.15,3487.95,1.51,Low,23.6376,1327.25,High Value,High Value - Low/Medium Risk
1261-FWTTE,23,Month-to-month,34.65,768.45,32.93,Medium,16.0968,557.75,Low Value,Low/Medium Value - Low/Medium Risk
8590-YFFQO,70,Two year,64.95,4523.25,0.47,Low,23.8872,1551.47,High Value,High Value - Low/Medium Risk
0082-OQIQY,29,Month-to-month,94.2,2607.6,47.9,Medium,12.504000000000001,1177.88,Medium Value,Low/Medium Value - Low/Medium Risk
9465-RWMXL,32,Month-to-month,78.9,2447.95,50.59,Medium,11.8584,935.63,Medium Value,Low/Medium Value - Low/Medium Risk
2930-UOTMB,31,Month-to-month,65.25,1994.3,8.28,Low,22.0128,1436.34,High Value,High Value - Low/Medium Risk
9128-CPXKI,59,Two year,95.8,5655.45,9.6,Low,21.696,2078.48,High Value,High Value - Low/Medium Risk
0484-FFVBJ,32,One year,64.85,2010.95,13.62,Low,20.7312,1344.42,High Value,High Value - Low/Medium Risk
1100-DDVRV,17,Month-to-month,49.8,836.35,43.71,Medium,13.509599999999999,672.78,Medium Value,Low/Medium Value - Low/Medium Risk
9313-QOLTZ,26,Month-to-month,20.9,518.3,6.79,Low,22.3704,467.54,Low Value,Low/Medium Value - Low/Medium Risk
3338-CVVEH,12,Month-to-month,94.55,1173.55,73.06,High,6.465599999999999,611.32,Medium Value,Low/Medium Value - High Risk
1131-SUEKT,61,One year,98.45,6145.2,10.22,Low,21.547199999999997,2121.32,High Value,High Value - Low/Medium Risk
7602-DBTOU,71,Two year,19.6,1416.5,0.44,Low,23.8944,468.33,Low Value,Low/Medium Value - Low/Medium Risk
1385-TQOZW,9,Month-to-month,20.45,147.55,18.45,Low,19.572,400.25,Low Value,Low/Medium Value - Low/Medium Risk
6892-XPFPU,24,Month-to-month,104.25,2433.9,69.82,High,7.243200000000002,755.1,Medium Value,Low/Medium Value - High Risk
4115-NZRKS,7,Month-to-month,89.15,574.35,79.83,High,4.8408,431.56,Low Value,Low/Medium Value - High Risk
5514-YQENT,41,Two year,111.15,4507.15,7.14,Low,22.2864,2477.13,High Value,High Value - Low/Medium Risk
6319-IEJWJ,20,Month-to-month,90.2,1776.55,54.76,Medium,10.857600000000001,979.36,Medium Value,Low/Medium Value - Low/Medium Risk
8849-AYPTR,33,Month-to-month,91.25,2964.05,43.53,Medium,13.5528,1236.69,Medium Value,Low/Medium Value - Low/Medium Risk
5893-PYOLZ,56,Two year,81.8,4534.45,2.65,Low,23.364,1911.18,High Value,High Value - Low/Medium Risk
7180-PISOG,1,Month-to-month,74.5,74.5,76.33,High,5.6808000000000005,423.22,Low Value,Low/Medium Value - High Risk
8443-ZRDBZ,4,Month-to-month,76.05,318.9,76.75,High,5.580000000000001,424.36,Low Value,Low/Medium Value - High Risk
9079-YEXQJ,54,Month-to-month,111.1,6014.85,38.82,Medium,14.6832,1631.3,High Value,High Value - Low/Medium Risk
3780-YVMFA,8,Month-to-month,68.55,564.35,45.51,Medium,13.077599999999999,896.47,Medium Value,Low/Medium Value - Low/Medium Risk
6968-MHOMU,58,One year,45.0,2689.35,14.28,Low,20.5728,925.78,Medium Value,Low/Medium Value - Low/Medium Risk
0899-LIIBW,34,Month-to-month,100.85,3527.3,57.94,Medium,10.0944,1018.02,Medium Value,Low/Medium Value - Low/Medium Risk
3677-IYRBF,2,Month-to-month,30.4,78.65,64.74,High,8.4624,257.26,Low Value,Low/Medium Value - High Risk
8393-DLHGA,25,Month-to-month,95.9,2448.75,50.49,Medium,11.8824,1139.52,Medium Value,Low/Medium Value - Low/Medium Risk
7691-XVTZH,68,Two year,89.95,5974.3,7.89,Low,22.1064,1988.47,High Value,High Value - Low/Medium Risk
5360-LJCNJ,71,Two year,105.15,7555.0,10.22,Low,21.547199999999997,2265.69,High Value,High Value - Low/Medium Risk
3891-PUQOD,1,Month-to-month,59.2,59.2,44.58,Medium,13.3008,787.41,Medium Value,Low/Medium Value - Low/Medium Risk
0952-KMEEH,13,Month-to-month,98.15,1230.25,47.8,Medium,12.528,1229.62,Medium Value,Low/Medium Value - Low/Medium Risk
4919-IKATY,5,Month-to-month,84.5,453.75,64.08,High,8.6208,728.46,Medium Value,Low/Medium Value - High Risk
9746-UGFAC,22,One year,20.85,450.65,2.95,Low,23.292,485.64,Low Value,Low/Medium Value - Low/Medium Risk
9108-EQPNQ,10,Two year,26.1,225.55,3.78,Low,23.092799999999997,602.72,Medium Value,Low/Medium Value - Low/Medium Risk
0531-ZZJWQ,55,Month-to-month,74.0,4052.4,45.96,Medium,12.9696,959.75,Medium Value,Low/Medium Value - Low/Medium Risk
8763-KIAFH,27,One year,20.55,583.3,3.89,Low,23.066399999999998,474.01,Low Value,Low/Medium Value - Low/Medium Risk
5863-OOKCL,10,Month-to-month,18.85,163.2,14.19,Low,20.5944,388.2,Low Value,Low/Medium Value - Low/Medium Risk
2958-NHPPS,23,Month-to-month,20.85,473.9,8.18,Low,22.0368,459.47,Low Value,Low/Medium Value - Low/Medium Risk
9530-GRMJG,70,Two year,84.1,5979.7,2.8,Low,23.328,1961.88,High Value,High Value - Low/Medium Risk
1809-DMJHQ,5,Month-to-month,46.0,221.7,28.25,Low,17.22,792.12,Medium Value,Low/Medium Value - Low/Medium Risk
0164-XAIRP,24,Two year,19.55,470.2,1.94,Low,23.5344,460.1,Low Value,Low/Medium Value - Low/Medium Risk
2926-JEJJC,8,One year,20.2,140.95,10.37,Low,21.5112,434.53,Low Value,Low/Medium Value - Low/Medium Risk
1169-WCVAK,19,Month-to-month,88.8,1672.35,27.06,Low,17.5056,1554.5,High Value,High Value - Low/Medium Risk
1217-VASWC,43,One year,100.55,4304.0,24.83,Low,18.0408,1814.0,High Value,High Value - Low/Medium Risk
2452-KDRRH,67,Month-to-month,101.4,6841.05,42.82,Medium,13.723199999999999,1391.53,High Value,High Value - Low/Medium Risk
6402-EJMWF,4,Month-to-month,55.3,238.5,48.85,Medium,12.276000000000002,678.86,Medium Value,Low/Medium Value - Low/Medium Risk
7663-CUXZB,59,Two year,113.75,6561.25,8.06,Low,22.0656,2509.96,High Value,High Value - Low/Medium Risk
4312-KFRXN,72,Two year,25.4,1710.9,0.59,Low,23.8584,606.0,Medium Value,Low/Medium Value - Low/Medium Risk
3011-WQKSZ,19,Month-to-month,20.0,377.55,11.25,Low,21.299999999999997,426.0,Low Value,Low/Medium Value - Low/Medium Risk
9747-DDZOS,1,Month-to-month,73.5,73.5,56.37,Medium,10.4712,769.63,Medium Value,Low/Medium Value - Low/Medium Risk
2091-MJTFX,30,Month-to-month,51.2,1561.5,19.39,Low,19.346400000000003,990.54,Medium Value,Low/Medium Value - Low/Medium Risk
0388-EOPEX,2,Month-to-month,74.4,139.4,64.25,High,8.580000000000002,638.35,Medium Value,Low/Medium Value - High Risk
3161-ONRWK,60,One year,65.85,3928.3,1.74,Low,23.5824,1552.9,High Value,High Value - Low/Medium Risk
2587-EKXTS,44,Month-to-month,111.5,4915.15,42.34,Medium,13.8384,1542.98,High Value,High Value - Low/Medium Risk
9752-ZNQUT,1,Month-to-month,48.6,48.6,49.92,Medium,12.019199999999998,584.13,Low Value,Low/Medium Value - Low/Medium Risk
9572-WUKSB,3,Month-to-month,29.9,92.25,53.54,Medium,11.150400000000001,333.4,Low Value,Low/Medium Value - Low/Medium Risk
3836-FZSDJ,71,Two year,24.85,1901.0,0.7,Low,23.832,592.23,Low Value,Low/Medium Value - Low/Medium Risk
8805-JNRAZ,2,Month-to-month,49.2,103.7,32.28,Medium,16.2528,799.64,Medium Value,Low/Medium Value - Low/Medium Risk
3069-SSVSN,1,One year,25.85,25.85,28.64,Low,17.1264,442.72,Low Value,Low/Medium Value - Low/Medium Risk
8015-IHCGW,72,Two year,115.5,8425.15,5.79,Low,22.610400000000002,2611.5,High Value,High Value - Low/Medium Risk
8132-YPVBX,6,Month-to-month,85.95,514.6,62.51,High,8.9976,773.34,Medium Value,Low/Medium Value - High Risk
0235-KGSLC,1,Month-to-month,85.55,85.55,68.95,High,7.452,637.52,Medium Value,Low/Medium Value - High Risk
1302-UHBDD,20,Month-to-month,89.95,1648.45,53.5,Medium,11.16,1003.84,Medium Value,Low/Medium Value - Low/Medium Risk
3722-WPXTK,1,Month-to-month,88.35,88.35,81.65,High,4.404,389.09,Low Value,Low/Medium Value - High Risk
7531-GQHME,12,Month-to-month,20.05,265.45,12.34,Low,21.038400000000003,421.82,Low Value,Low/Medium Value - Low/Medium Risk
1335-NTIUC,9,Month-to-month,24.95,190.25,55.03,Medium,10.7928,269.28,Low Value,Low/Medium Value - Low/Medium Risk
9367-TCUYN,12,Month-to-month,20.1,223.6,12.9,Low,20.904,420.17,Low Value,Low/Medium Value - Low/Medium Risk
1536-HBSWP,1,Month-to-month,49.9,49.9,44.84,Medium,13.238399999999999,660.6,Medium Value,Low/Medium Value - Low/Medium Risk
8573-JGCZW,17,One year,19.65,351.55,5.39,Low,22.706400000000002,446.18,Low Value,Low/Medium Value - Low/Medium Risk
2694-CIUMO,12,Month-to-month,79.55,958.25,53.7,Medium,11.111999999999998,883.96,Medium Value,Low/Medium Value - Low/Medium Risk
2027-FECZV,12,Month-to-month,106.7,1253.9,80.42,High,4.699199999999999,501.4,Low Value,Low/Medium Value - High Risk
9103-TCIHJ,15,Month-to-month,55.7,899.8,23.49,Low,18.3624,1022.79,Medium Value,Low/Medium Value - Low/Medium Risk
1545-JFUML,71,Two year,99.0,6994.6,6.17,Low,22.5192,2229.4,High Value,High Value - Low/Medium Risk
0524-IAVZO,30,Month-to-month,85.0,2624.25,58.29,Medium,10.0104,850.88,Medium Value,Low/Medium Value - Low/Medium Risk
5519-TEEUH,33,One year,20.15,682.15,2.99,Low,23.2824,469.14,Low Value,Low/Medium Value - Low/Medium Risk
6654-QGBZZ,1,Month-to-month,19.9,19.9,19.3,Low,19.368,385.42,Low Value,Low/Medium Value - Low/Medium Risk
2294-DMMUS,62,Month-to-month,70.45,4300.45,15.76,Low,20.2176,1424.33,High Value,High Value - Low/Medium Risk
0017-IUDMW,72,Two year,116.8,8456.75,3.93,Low,23.0568,2693.03,High Value,High Value - Low/Medium Risk
5018-LXQQG,30,Month-to-month,66.3,1923.5,6.83,Low,22.360799999999998,1482.52,High Value,High Value - Low/Medium Risk
5808-TOTXO,3,One year,20.55,57.4,10.19,Low,21.5544,442.94,Low Value,Low/Medium Value - Low/Medium Risk
1174-FGIFN,28,One year,90.45,2509.25,28.93,Low,17.0568,1542.79,High Value,High Value - Low/Medium Risk
0730-KOAVE,30,Month-to-month,94.3,2679.7,34.48,Medium,15.7248,1482.85,High Value,High Value - Low/Medium Risk
1218-VKFPE,12,Month-to-month,19.0,233.55,11.31,Low,21.285600000000002,404.43,Low Value,Low/Medium Value - Low/Medium Risk
5313-FPXWG,51,One year,24.6,1266.4,3.98,Low,23.0448,566.9,Low Value,Low/Medium Value - Low/Medium Risk
2834-JKOOW,15,One year,45.9,693.45,6.85,Low,22.356,1026.14,Medium Value,Low/Medium Value - Low/Medium Risk
9430-NKQLY,72,Two year,25.1,1790.8,0.65,Low,23.844,598.48,Medium Value,Low/Medium Value - Low/Medium Risk
0363-QJVFX,32,Month-to-month,108.15,3432.9,37.45,Medium,15.011999999999999,1623.55,High Value,High Value - Low/Medium Risk
1658-TJVOA,6,Month-to-month,74.1,450.9,63.4,High,8.783999999999999,650.89,Medium Value,Low/Medium Value - High Risk
6685-GBWJZ,63,One year,70.8,4448.8,1.62,Low,23.6112,1671.67,High Value,High Value - Low/Medium Risk
6328-ZPBGN,11,Month-to-month,95.15,997.65,76.26,High,5.697599999999999,542.13,Low Value,Low/Medium Value - High Risk
4003-FUSHP,19,Month-to-month,61.55,1093.2,18.78,Low,19.492800000000003,1199.78,Medium Value,Low/Medium Value - Low/Medium Risk
7690-KPNCU,64,One year,73.05,4688.65,3.99,Low,23.0424,1683.25,High Value,High Value - Low/Medium Risk
2969-WGHQO,7,One year,69.45,477.05,14.72,Low,20.4672,1421.45,High Value,High Value - Low/Medium Risk
1855-CFULU,4,Month-to-month,20.05,91.45,19.65,Low,19.284,386.64,Low Value,Low/Medium Value - Low/Medium Risk
9788-YTFGE,7,Month-to-month,19.95,147.5,21.45,Low,18.852,376.1,Low Value,Low/Medium Value - Low/Medium Risk
8266-VBFQL,4,Month-to-month,90.4,356.65,67.38,High,7.828800000000001,707.72,Medium Value,Low/Medium Value - High Risk
2325-NBPZG,3,Month-to-month,74.55,233.65,62.42,High,9.019200000000001,672.38,Medium Value,Low/Medium Value - High Risk
9906-NHHVC,65,Two year,53.5,3517.9,5.47,Low,22.6872,1213.77,Medium Value,Low/Medium Value - Low/Medium Risk
2541-YGPKE,42,One year,63.7,2763.35,2.22,Low,23.4672,1494.86,High Value,High Value - Low/Medium Risk
5049-MUBWG,26,One year,75.0,1908.35,5.87,Low,22.5912,1694.34,High Value,High Value - Low/Medium Risk
2332-TODQS,48,One year,25.05,1171.5,1.73,Low,23.5848,590.8,Low Value,Low/Medium Value - Low/Medium Risk
4419-UJMUS,69,Two year,99.35,6856.45,8.52,Low,21.9552,2181.25,High Value,High Value - Low/Medium Risk
2233-TXSIU,17,One year,44.45,792.15,10.64,Low,21.446399999999997,953.29,Medium Value,Low/Medium Value - Low/Medium Risk
6770-XUAGN,1,Month-to-month,21.0,21.0,28.1,Low,17.256,362.38,Low Value,Low/Medium Value - Low/Medium Risk
2919-HBCJO,4,Month-to-month,76.65,333.6,57.36,Medium,10.2336,784.41,Medium Value,Low/Medium Value - Low/Medium Risk
9508-ILZDG,34,Month-to-month,96.35,3190.25,43.63,Medium,13.5288,1303.5,High Value,High Value - Low/Medium Risk
5442-BHQNG,2,Month-to-month,70.35,139.25,63.83,High,8.680800000000001,610.69,Medium Value,Low/Medium Value - High Risk
7250-EQKIY,1,Month-to-month,50.45,50.45,32.24,Medium,16.2624,820.44,Medium Value,Low/Medium Value - Low/Medium Risk
6838-HVLXG,12,Month-to-month,20.3,246.7,12.87,Low,20.9112,424.5,Low Value,Low/Medium Value - Low/Medium Risk
9767-FFLEM,38,Month-to-month,69.5,2625.25,28.4,Low,17.183999999999997,1194.29,Medium Value,Low/Medium Value - Low/Medium Risk
2245-ADZFJ,31,Two year,80.55,2471.6,3.41,Low,23.1816,1867.28,High Value,High Value - Low/Medium Risk
1150-WFARN,67,Two year,108.75,7156.2,5.68,Low,22.6368,2461.75,High Value,High Value - Low/Medium Risk
9054-FOWNV,22,Month-to-month,88.75,1885.15,55.3,Medium,10.728000000000002,952.11,Medium Value,Low/Medium Value - Low/Medium Risk
7997-EASSD,63,One year,81.2,4965.1,10.36,Low,21.5136,1746.9,High Value,High Value - Low/Medium Risk
7560-QJAVJ,70,Two year,79.6,5589.45,0.88,Low,23.7888,1893.59,High Value,High Value - Low/Medium Risk
2668-TZSPS,1,Month-to-month,20.45,20.45,19.4,Low,19.344,395.58,Low Value,Low/Medium Value - Low/Medium Risk
9139-WQQDY,49,One year,100.45,4941.8,24.56,Low,18.1056,1818.71,High Value,High Value - Low/Medium Risk
6726-NNFWD,71,Two year,89.45,6435.25,3.56,Low,23.1456,2070.37,High Value,High Value - Low/Medium Risk
9330-DHBFL,23,One year,66.25,1533.8,3.52,Low,23.1552,1534.03,High Value,High Value - Low/Medium Risk
5727-MYATE,72,Two year,90.8,6397.6,1.17,Low,23.7192,2153.7,High Value,High Value - Low/Medium Risk
2824-DXNKN,72,Two year,71.45,5025.85,1.45,Low,23.652,1689.94,High Value,High Value - Low/Medium Risk
6166-ILMNY,2,Month-to-month,69.75,144.55,56.39,Medium,10.4664,730.03,Medium Value,Low/Medium Value - Low/Medium Risk
5236-XMZJY,42,Month-to-month,59.65,2536.55,4.85,Low,22.836,1362.17,High Value,High Value - Low/Medium Risk
1709-EJDOX,47,Two year,19.75,948.9,0.57,Low,23.8632,471.3,Low Value,Low/Medium Value - Low/Medium Risk
4962-CHQPW,29,One year,19.85,535.05,2.46,Low,23.4096,464.68,Low Value,Low/Medium Value - Low/Medium Risk
0301-FIDRB,72,Two year,63.8,4684.3,1.49,Low,23.6424,1508.39,High Value,High Value - Low/Medium Risk
1820-TQVEV,1,Month-to-month,69.55,69.55,74.19,High,6.1944,430.82,Low Value,Low/Medium Value - High Risk
9115-YQHGA,40,Month-to-month,51.1,2092.9,12.68,Low,20.9568,1070.89,Medium Value,Low/Medium Value - Low/Medium Risk
1541-ETJZO,1,Month-to-month,62.05,62.05,35.1,Medium,15.576,966.49,Medium Value,Low/Medium Value - Low/Medium Risk
6230-BSUXY,1,Month-to-month,85.0,85.0,79.33,High,4.9608,421.67,Low Value,Low/Medium Value - High Risk
6797-LNAQX,70,Two year,98.3,6859.5,4.94,Low,22.8144,2242.66,High Value,High Value - Low/Medium Risk
9588-YRFHY,49,Two year,19.9,1022.6,1.48,Low,23.6448,470.53,Low Value,Low/Medium Value - Low/Medium Risk
1092-GANHU,17,Month-to-month,76.65,1313.55,49.08,Medium,12.220800000000002,936.72,Medium Value,Low/Medium Value - Low/Medium Risk
5951-AOFIH,33,Month-to-month,66.4,2245.4,16.52,Low,20.0352,1330.34,High Value,High Value - Low/Medium Risk
7029-RPUAV,17,Month-to-month,100.45,1622.45,70.57,High,7.063200000000003,709.5,Medium Value,Low/Medium Value - High Risk
4700-UBQMV,21,One year,75.9,1549.75,12.49,Low,21.0024,1594.08,High Value,High Value - Low/Medium Risk
3594-UVONA,35,One year,85.95,3110.1,7.7,Low,22.152,1903.96,High Value,High Value - Low/Medium Risk
7750-EYXWZ,12,One year,60.65,743.3,28.0,Low,17.28,1048.03,Medium Value,Low/Medium Value - Low/Medium Risk
7054-ENNGU,9,Month-to-month,50.85,466.6,26.4,Low,17.664,898.21,Medium Value,Low/Medium Value - Low/Medium Risk
0402-OAMEN,72,Two year,24.45,1709.1,0.46,Low,23.889599999999998,584.1,Low Value,Low/Medium Value - Low/Medium Risk
2195-VVRJF,18,Month-to-month,59.1,1011.05,22.44,Low,18.6144,1100.11,Medium Value,Low/Medium Value - Low/Medium Risk
8819-ZBYNA,58,Two year,109.1,6393.65,8.26,Low,22.0176,2402.12,High Value,High Value - Low/Medium Risk
7748-UMTRK,30,Month-to-month,101.3,2974.5,59.59,Medium,9.6984,982.45,Medium Value,Low/Medium Value - Low/Medium Risk
1741-WTPON,56,Two year,115.85,6567.9,5.4,Low,22.704,2630.26,High Value,High Value - Low/Medium Risk
7209-JCUDS,10,Month-to-month,94.9,1048.85,74.92,High,6.0192000000000005,571.22,Low Value,Low/Medium Value - High Risk
2485-ITVKB,2,Month-to-month,35.1,68.75,72.23,High,6.664799999999999,233.93,Low Value,Low/Medium Value - High Risk
9648-BCHKM,18,Two year,24.65,471.35,2.86,Low,23.3136,574.68,Low Value,Low/Medium Value - Low/Medium Risk
0743-HRVFF,51,One year,56.15,2898.95,15.19,Low,20.3544,1142.9,Medium Value,Low/Medium Value - Low/Medium Risk
2522-AHJXR,60,Month-to-month,109.45,6572.85,30.51,Medium,16.677599999999998,1825.36,High Value,High Value - Low/Medium Risk
9143-CANJF,24,Month-to-month,55.15,1319.85,7.84,Low,22.1184,1219.83,Medium Value,Low/Medium Value - Low/Medium Risk
1444-VVSGW,70,One year,115.65,7968.85,7.44,Low,22.214399999999998,2569.1,High Value,High Value - Low/Medium Risk
6898-MDLZW,12,Month-to-month,53.75,648.65,24.8,Low,18.048000000000002,970.08,Medium Value,Low/Medium Value - Low/Medium Risk
0074-HDKDG,25,One year,61.6,1611.0,5.54,Low,22.6704,1396.5,High Value,High Value - Low/Medium Risk
3982-JGSFD,36,One year,20.35,695.85,3.0,Low,23.28,473.75,Low Value,Low/Medium Value - Low/Medium Risk
7928-VJYAB,11,Month-to-month,90.6,1020.2,62.56,High,8.985599999999998,814.1,Medium Value,Low/Medium Value - High Risk
1522-VVDMG,7,Month-to-month,89.75,608.8,57.3,Medium,10.248000000000001,919.76,Medium Value,Low/Medium Value - Low/Medium Risk
2665-NPTGL,26,Month-to-month,98.1,2510.7,63.05,High,8.868000000000002,869.95,Medium Value,Low/Medium Value - High Risk
8728-SKJLR,41,Month-to-month,74.25,3089.1,26.1,Low,17.736,1316.9,High Value,High Value - Low/Medium Risk
7733-UDMTP,57,Month-to-month,55.0,3094.05,33.01,Medium,16.077599999999997,884.27,Medium Value,Low/Medium Value - Low/Medium Risk
0431-APWVY,28,One year,90.1,2598.95,27.04,Low,17.5104,1577.69,High Value,High Value - Low/Medium Risk
5081-NWSUP,10,One year,64.9,685.55,12.5,Low,21.0,1362.9,High Value,High Value - Low/Medium Risk
2746-DIJLO,41,One year,56.3,2364.0,6.94,Low,22.3344,1257.43,Medium Value,Low/Medium Value - Low/Medium Risk
7277-OZCGZ,22,Month-to-month,89.05,1886.25,32.97,Medium,16.0872,1432.57,High Value,High Value - Low/Medium Risk
5236-PERKL,57,Two year,112.95,6465.0,10.72,Low,21.4272,2420.2,High Value,High Value - Low/Medium Risk
2788-CJQAQ,13,One year,19.45,270.2,4.7,Low,22.872,444.86,Low Value,Low/Medium Value - Low/Medium Risk
3096-WPXBT,61,One year,100.7,6018.65,12.38,Low,21.0288,2117.6,High Value,High Value - Low/Medium Risk
9962-BFPDU,1,Month-to-month,20.05,20.05,16.71,Low,19.9896,400.79,Low Value,Low/Medium Value - Low/Medium Risk
2892-GESUL,18,Two year,19.35,309.25,1.54,Low,23.6304,457.25,Low Value,Low/Medium Value - Low/Medium Risk
9741-YLNTD,6,Month-to-month,87.95,522.35,66.45,High,8.052,708.17,Medium Value,Low/Medium Value - High Risk
1205-WNWPJ,7,Month-to-month,59.5,415.95,37.1,Medium,15.096,898.21,Medium Value,Low/Medium Value - Low/Medium Risk
3173-NVMPX,9,Month-to-month,55.3,501.2,37.27,Medium,15.0552,832.55,Medium Value,Low/Medium Value - Low/Medium Risk
9661-MHUMO,1,Month-to-month,49.25,49.25,35.92,Medium,15.3792,757.43,Medium Value,Low/Medium Value - Low/Medium Risk
6000-APYLU,9,Month-to-month,80.8,713.1,71.1,High,6.936000000000001,560.43,Low Value,Low/Medium Value - High Risk
0048-PIHNL,49,One year,20.45,900.9,2.16,Low,23.4816,480.2,Low Value,Low/Medium Value - Low/Medium Risk
9420-LOJKX,15,Month-to-month,99.1,1426.4,40.01,Medium,14.397600000000002,1426.8,High Value,High Value - Low/Medium Risk
7061-OVMIM,30,One year,19.55,608.5,2.31,Low,23.4456,458.36,Low Value,Low/Medium Value - Low/Medium Risk
5671-RQRLP,70,Two year,75.65,5411.4,6.55,Low,22.428,1696.68,High Value,High Value - Low/Medium Risk
5129-JLPIS,25,Month-to-month,105.5,2686.05,47.95,Medium,12.491999999999999,1317.91,High Value,High Value - Low/Medium Risk
5170-PTRKA,49,One year,35.8,1782.0,5.16,Low,22.7616,814.87,Medium Value,Low/Medium Value - Low/Medium Risk
4819-HJPIW,18,Month-to-month,25.15,476.8,22.83,Low,18.5208,465.8,Low Value,Low/Medium Value - Low/Medium Risk
8780-RSYYU,25,Month-to-month,19.2,532.1,9.49,Low,21.7224,417.07,Low Value,Low/Medium Value - Low/Medium Risk
2335-GSODA,23,Two year,40.1,857.75,2.43,Low,23.416800000000002,939.01,Medium Value,Low/Medium Value - Low/Medium Risk
5696-CEIQJ,67,Two year,103.15,6895.5,3.75,Low,23.1,2382.77,High Value,High Value - Low/Medium Risk
6169-PPETC,35,Two year,20.5,759.35,0.9,Low,23.784,487.57,Low Value,Low/Medium Value - Low/Medium Risk
4237-RLAQD,1,Month-to-month,45.85,45.85,45.97,Medium,12.9672,594.55,Medium Value,Low/Medium Value - Low/Medium Risk
7359-WWYJV,72,Two year,114.45,8375.05,3.55,Low,23.148,2649.29,High Value,High Value - Low/Medium Risk
8620-RJPZN,1,Month-to-month,20.7,20.7,24.31,Low,18.1656,376.03,Low Value,Low/Medium Value - Low/Medium Risk
7426-WEIJX,60,Month-to-month,80.95,4859.1,26.97,Low,17.5272,1418.83,High Value,High Value - Low/Medium Risk
7629-WIXZF,7,One year,59.1,369.25,26.79,Low,17.5704,1038.41,Medium Value,Low/Medium Value - Low/Medium Risk
2616-FLVQC,64,Two year,19.55,1240.15,0.58,Low,23.860799999999998,466.48,Low Value,Low/Medium Value - Low/Medium Risk
9163-GHAYE,15,Month-to-month,48.85,736.8,21.22,Low,18.907200000000003,923.62,Medium Value,Low/Medium Value - Low/Medium Risk
4464-JCOLN,2,One year,19.85,35.9,8.57,Low,21.9432,435.57,Low Value,Low/Medium Value - Low/Medium Risk
2971-SGAFL,13,Month-to-month,78.75,995.35,41.33,Medium,14.0808,1108.86,Medium Value,Low/Medium Value - Low/Medium Risk
4735-ASGMA,26,Month-to-month,98.35,2515.3,67.25,High,7.86,773.03,Medium Value,Low/Medium Value - High Risk
5245-VDBUR,52,One year,35.45,1958.95,5.8,Low,22.607999999999997,801.45,Medium Value,Low/Medium Value - Low/Medium Risk
1493-AMTIE,1,Month-to-month,20.2,20.2,25.02,Low,17.9952,363.5,Low Value,Low/Medium Value - Low/Medium Risk
1112-CUNAO,15,Month-to-month,89.85,1424.95,56.32,Medium,10.4832,941.92,Medium Value,Low/Medium Value - Low/Medium Risk
7571-YXDAD,2,Month-to-month,74.9,147.15,62.74,High,8.9424,669.79,Medium Value,Low/Medium Value - High Risk
8714-EUHJO,31,Month-to-month,91.15,2995.45,47.51,Medium,12.5976,1148.27,Medium Value,Low/Medium Value - Low/Medium Risk
9040-KZVWO,26,One year,75.5,2018.1,14.66,Low,20.4816,1546.36,High Value,High Value - Low/Medium Risk
6713-OKOMC,10,Month-to-month,29.75,301.9,27.97,Low,17.2872,514.29,Low Value,Low/Medium Value - Low/Medium Risk
8749-CLJXC,1,Month-to-month,20.05,20.05,19.52,Low,19.315199999999997,387.27,Low Value,Low/Medium Value - Low/Medium Risk
4713-LZDRV,2,Month-to-month,79.6,195.05,79.25,High,4.98,396.41,Low Value,Low/Medium Value - High Risk
6598-RFFVI,2,One year,19.3,28.3,9.48,Low,21.724800000000002,419.29,Low Value,Low/Medium Value - Low/Medium Risk
7470-MCQTK,13,Month-to-month,48.75,633.4,50.42,Medium,11.8992,580.09,Low Value,Low/Medium Value - Low/Medium Risk
5524-KHNJP,33,One year,74.75,2453.3,5.18,Low,22.756800000000002,1701.07,High Value,High Value - Low/Medium Risk
1707-HABPF,46,One year,91.3,4126.35,13.84,Low,20.6784,1887.94,High Value,High Value - Low/Medium Risk
4581-LNWUM,13,Month-to-month,49.15,649.4,49.05,Medium,12.228000000000002,601.01,Medium Value,Low/Medium Value - Low/Medium Risk
9710-ZUSHQ,37,Month-to-month,106.75,4056.75,43.66,Medium,13.5216,1443.43,High Value,High Value - Low/Medium Risk
1697-LYYYX,61,One year,19.1,1143.8,1.06,Low,23.7456,453.54,Low Value,Low/Medium Value - Low/Medium Risk
4013-GUXND,1,Month-to-month,20.8,20.8,19.29,Low,19.3704,402.9,Low Value,Low/Medium Value - Low/Medium Risk
5022-JNQEQ,9,Month-to-month,75.85,647.5,53.03,Medium,11.2728,855.04,Medium Value,Low/Medium Value - Low/Medium Risk
4983-CCWMC,3,Month-to-month,69.6,207.4,66.01,High,8.157599999999999,567.77,Low Value,Low/Medium Value - High Risk
6345-FZOQH,69,Two year,19.9,1363.45,0.48,Low,23.8848,475.31,Low Value,Low/Medium Value - Low/Medium Risk
0962-CQPWQ,62,Two year,20.3,1296.15,0.49,Low,23.8824,484.81,Low Value,Low/Medium Value - Low/Medium Risk
5495-GPSRW,20,Two year,19.7,419.4,2.46,Low,23.4096,461.17,Low Value,Low/Medium Value - Low/Medium Risk
